STANFORDRATE,BERKELEYRATE,STANFORDRATECOMP,BERKELEYRATECOMP,NTRIALS,NSUCCESSES,SAMPLESIZE,THRESHOLD,BERNOULLISOLNA,BERNOULLISOLNB,BERNOULLISOLNCPROBBOTHBERKWORK,BERNOULLISOLNCPROBBOTHWORK,BERNOULLISOLNCWITHOUT,BERNOULLISOLNCWITH,NORMALMEAN,NORMALVAR,NORMALSTD,THRESHOLDCC,NORMALZ,BERNOULLISOLND,FISHRATE,FISHSCALE,FISHOFFSET,FISHEQUIV,FISHNUM,FISHPROD,FISHUSERSPROB,FISHDATAPROB,VISITORSA,VISITORSOFFSET,DPROB,DZEROLAMBA,DONELAMBA,DZEROLAMBB,DONELAMBB,VISITORSTOTAL,DZEROLAMBSUM,DONELAMBSUM,PROBDZERO,PROBSUMTOT,FLIPONE,FLIPTWO,FLIPTHREE,FLOPRATE,FLOPBOUND,FLOPBOUNDMINUSONE,SMALLEST,SECONDSMALLEST,PROBSMALLEST,PROBSECONDSMALLEST,FLOPSCALAR,EFLIP,EFLOP
67,90,33,10,18,10,460,290,0.2406,0.062322448,0.81,0.73917,0.74584118,0.74584494,308.2,101.71,10.08,290.5,1.7551,0.9604,6,12,1,5,60,72,0.0178,0.1606,6,0,0.6,7,10,5,8,17,12,18,0.6117,0.0715,4,14,75,11,12,11,1,8,0.5793,0.1402,1,80.7739,68.5478
68,59,32,41,15,8,480,320,0.0606,0.053909888,0.3481,0.366933,0.64568814,0.64569151,326.4,104.45,10.22,320.5,0.5773,0.7181,7,5,-1,8,40,35,0.0447,0.1304,6,0,0.7,5,8,3,6,13,8,14,0.3391,0.0831,4,14,80,10,14,13,3,8,0.8645,0.0452,3,58.1825,18.365
68,60,32,40,19,10,480,320,0.0643,0.03616212,0.36,0.376996,0.64993718,0.64994058,326.4,104.45,10.22,320.5,0.5773,0.7181,7,5,0,7,35,35,0.0673,0.149,6,0,0.7,5,9,3,7,14,8,16,0.4076,0.0702,4,14,85,11,13,12,2,8,0.6887,0.1038,2,75.7789,48.5579
68,61,32,39,20,12,470,310,0.0681,0.081231628,0.3721,0.387195,0.65408693,0.65409037,319.6,102.27,10.11,310.5,0.8998,0.8159,7,5,1,6,30,35,0.0499,0.149,6,0,0.7,5,10,3,8,15,8,18,0.4985,0.0577,4,14,90,10,12,11,1,8,0.6968,0.1011,1,77.9998,47.9996
68,82,32,18,15,7,450,300,0.186,0.022198189,0.6724,0.63282,0.72319094,0.7231947,306,97.92,9.9,300.5,0.5558,0.7108,7,4,-1,8,32,28,0.0535,0.1304,6,0,0.7,6,8,4,6,14,10,14,0.3605,0.0898,4,15,20,11,12,11,1,8,0.5793,0.1402,1,34.1632,29.3265
68,83,32,17,18,13,450,300,0.1934,0.13801175,0.6889,0.646014,0.72580484,0.7258086,306,97.92,9.9,300.5,0.5558,0.7108,7,4,0,7,28,28,0.0752,0.149,6,0,0.7,6,9,4,7,15,10,16,0.4304,0.0799,4,15,25,12,11,10,3,8,0.3472,0.2176,3,64.8587,85.7174
68,84,32,16,12,6,450,300,0.201,0.049045066,0.7056,0.659344,0.7283702,0.72837396,306,97.92,9.9,300.5,0.5558,0.7108,7,4,1,6,24,28,0.0601,0.149,6,0,0.7,6,10,4,8,16,10,18,0.5219,0.0684,4,15,30,11,10,9,2,8,0.3405,0.2198,2,72.9508,96.9015
68,85,32,15,19,8,450,300,0.2087,0.005241744,0.7225,0.67281,0.73088834,0.7308921,306,97.92,9.9,300.5,0.5558,0.7108,7,3,-1,8,24,21,0.0661,0.1304,6,0,0.7,7,8,5,6,15,12,14,0.3433,0.091,4,15,35,12,12,11,1,8,0.4616,0.1795,1,58.9925,63.9851
68,86,32,14,12,5,450,300,0.2166,0.016485736,0.7396,0.686412,0.73336055,0.73336432,306,97.92,9.9,300.5,0.5558,0.7108,7,3,0,7,21,21,0.0867,0.149,6,0,0.7,7,9,5,7,16,12,16,0.4121,0.0857,4,15,40,11,11,10,3,8,0.4599,0.18,3,65.646,72.2919
68,87,32,13,19,12,450,290,0.2247,0.106883721,0.7569,0.70015,0.73578806,0.73579183,306,97.92,9.9,290.5,1.5664,0.9414,7,3,1,6,18,21,0.0747,0.149,6,0,0.7,7,10,5,8,17,12,18,0.5032,0.077,4,15,45,12,10,9,2,8,0.2424,0.2525,2,133.0175,202.0349
68,88,32,12,16,10,450,290,0.2329,0.113603858,0.7744,0.714025,0.73817207,0.73817583,306,97.92,9.9,290.5,1.5664,0.9414,7,6,-1,8,48,42,0.0382,0.1304,6,0,0.8,5,8,3,6,13,8,14,0.2304,0.0907,4,15,50,11,12,11,1,8,0.5793,0.1402,1,60.0581,51.1161
68,89,32,11,12,10,450,290,0.2412,0.119056133,0.7921,0.728035,0.74051372,0.74051748,306,97.92,9.9,290.5,1.5664,0.9414,7,6,0,7,42,42,0.0614,0.149,6,0,0.8,5,9,3,7,14,8,16,0.2864,0.0778,4,15,55,12,11,10,3,8,0.3472,0.2176,3,108.0578,142.1156
68,90,32,10,20,13,450,290,0.2497,0.11507814,0.81,0.742182,0.74281412,0.74281789,306,97.92,9.9,290.5,1.5664,0.9414,7,6,1,6,36,42,0.0423,0.149,6,0,0.8,5,10,3,8,15,8,18,0.367,0.0647,4,15,60,11,10,9,2,8,0.3405,0.2198,2,117.0022,155.0045
69,59,31,41,12,5,470,320,0.064,0.014200095,0.3481,0.369056,0.64197349,0.64197683,324.3,100.53,10.03,320.5,0.379,0.6477,7,10,-1,8,80,70,0.0225,0.1304,6,0,0.8,6,8,4,6,14,10,14,0.2474,0.0952,4,15,65,12,12,11,1,8,0.4616,0.1795,1,91.4884,98.9768
69,60,31,40,19,10,470,320,0.0679,0.031445688,0.36,0.379148,0.64624811,0.64625149,324.3,100.53,10.03,320.5,0.379,0.6477,7,10,0,7,70,70,0.0476,0.149,6,0,0.8,6,9,4,7,15,10,16,0.306,0.0863,4,15,70,11,11,10,3,8,0.4599,0.18,3,98.2625,107.5251
69,61,31,39,18,13,460,310,0.0719,0.142362942,0.3721,0.389376,0.65042333,0.65042674,317.4,98.39,9.92,310.5,0.6956,0.7567,7,10,1,6,60,70,0.0243,0.149,6,0,0.8,6,10,4,8,16,10,18,0.3891,0.0751,4,15,75,12,10,9,2,8,0.2424,0.2525,2,194.9007,295.8013
69,82,31,18,17,9,440,290,0.1939,0.03891472,0.6724,0.635608,0.72001954,0.72002329,303.6,94.12,9.7,290.5,1.3503,0.9115,7,8,-1,8,64,56,0.0288,0.1304,6,0,0.8,7,8,5,6,15,12,14,0.2337,0.0936,4,15,80,11,12,11,1,8,0.5793,0.1402,1,85.9529,72.9057
69,83,31,17,12,8,440,290,0.2015,0.156586184,0.6889,0.64883,0.72265454,0.7226583,303.6,94.12,9.7,290.5,1.3503,0.9115,7,8,0,7,56,56,0.0532,0.149,6,0,0.8,7,9,5,7,16,12,16,0.2902,0.0902,4,15,85,12,11,10,3,8,0.3472,0.2176,3,151.2569,198.5138
69,84,31,16,13,8,440,290,0.2092,0.116500121,0.7056,0.662189,0.72524078,0.72524454,303.6,94.12,9.7,290.5,1.3503,0.9115,7,8,1,6,48,56,0.0315,0.149,6,0,0.8,7,10,5,8,17,12,18,0.3714,0.0825,4,15,90,11,10,9,2,8,0.3405,0.2198,2,161.0537,213.1075
69,85,31,15,16,11,440,290,0.2171,0.145112158,0.7225,0.675684,0.72777959,0.72778335,303.6,94.12,9.7,290.5,1.3503,0.9115,7,12,-1,8,96,84,0.0179,0.1304,6,1,0.3,5,8,3,6,14,8,14,0.7364,0.0436,5,10,20,11,14,13,3,10,0.7813,0.0729,3,23.8988,12.7976
69,86,31,14,14,10,440,290,0.2252,0.161526478,0.7396,0.689315,0.73027224,0.730276,303.6,94.12,9.7,290.5,1.3503,0.9115,7,12,0,7,84,84,0.0435,0.149,6,1,0.3,5,9,3,7,15,8,16,0.7893,0.0361,5,10,25,12,13,12,2,10,0.576,0.1413,2,35.7243,31.4486
69,87,31,13,14,11,440,290,0.2334,0.143810671,0.7569,0.703082,0.73271999,0.73272375,303.6,94.12,9.7,290.5,1.3503,0.9115,7,12,1,6,72,84,0.0191,0.149,6,1,0.3,5,10,3,8,16,8,18,0.844,0.0297,5,10,30,11,12,11,1,10,0.5793,0.1402,1,39.3422,33.6844
69,88,31,12,14,7,440,290,0.2417,0.035155459,0.7744,0.716985,0.73512401,0.73512777,303.6,94.12,9.7,290.5,1.3503,0.9115,8,5,-1,9,45,40,0.044,0.1241,6,1,0.3,6,8,4,6,15,10,14,0.7542,0.054,5,10,35,12,14,13,3,10,0.6815,0.1062,3,38.1819,26.3637
69,89,31,11,19,9,440,290,0.2502,0.012714996,0.7921,0.731025,0.73748546,0.73748923,303.6,94.12,9.7,290.5,1.3503,0.9115,8,5,0,8,40,40,0.0629,0.1396,6,1,0.3,6,9,4,7,16,10,16,0.8045,0.045,5,10,40,11,13,12,2,10,0.6887,0.1038,2,40.9305,26.861
69,90,31,10,17,11,440,290,0.2588,0.119959384,0.81,0.7452,0.73980546,0.73980922,303.6,94.12,9.7,290.5,1.3503,0.9115,8,5,1,7,35,40,0.0485,0.1396,6,1,0.3,6,10,4,8,17,10,18,0.856,0.037,5,10,45,12,12,11,1,10,0.4616,0.1795,1,65.4917,70.9834
70,59,30,41,14,8,460,320,0.0675,0.072115585,0.3481,0.371186,0.63829081,0.63829412,322,96.6,9.83,320.5,0.1526,0.5606,8,4,-1,9,36,32,0.0522,0.1241,6,1,0.3,7,8,5,6,16,12,14,0.74,0.064,5,10,50,11,14,13,3,10,0.7813,0.0729,3,43.0978,21.1956
70,60,30,40,13,10,460,320,0.0716,0.167790298,0.36,0.381306,0.64259037,0.64259372,322,96.6,9.83,320.5,0.1526,0.5606,8,4,0,8,32,32,0.0703,0.1396,6,1,0.3,7,9,5,7,17,12,16,0.7924,0.0548,5,10,55,12,13,12,2,10,0.576,0.1413,2,61.7676,53.5351
70,61,30,39,20,13,450,310,0.0758,0.10677029,0.3721,0.391563,0.64679042,0.6467938,315,94.5,9.72,310.5,0.4629,0.6783,8,4,1,7,28,32,0.0579,0.1396,6,1,0.3,7,10,5,8,18,12,18,0.8465,0.046,5,10,60,11,12,11,1,10,0.5793,0.1402,1,65.237,55.474
70,82,30,18,19,8,430,290,0.2019,0.003249922,0.6724,0.638401,0.71686896,0.7168727,301,90.3,9.5,290.5,1.105,0.8654,8,3,-1,9,27,24,0.0639,0.1241,6,1,0.4,5,8,3,6,14,8,14,0.6423,0.0525,5,10,65,12,14,13,3,10,0.6815,0.1062,3,60.191,40.382
70,83,30,17,15,8,430,290,0.2097,0.043269351,0.6889,0.651653,0.71952471,0.71952846,301,90.3,9.5,290.5,1.105,0.8654,8,3,0,8,24,24,0.0812,0.1396,6,1,0.4,5,9,3,7,15,8,16,0.7066,0.0451,5,10,70,11,13,12,2,10,0.6887,0.1038,2,62.7108,40.4215
70,84,30,16,14,9,430,290,0.2176,0.126202274,0.7056,0.66504,0.72213149,0.72213524,301,90.3,9.5,290.5,1.105,0.8654,8,3,1,7,21,24,0.0713,0.1396,6,1,0.4,5,10,3,8,16,8,18,0.7767,0.0381,5,10,75,12,12,11,1,10,0.4616,0.1795,1,97.9876,105.9751
70,85,30,15,19,13,430,290,0.2256,0.131121409,0.7225,0.678564,0.72469062,0.72469438,301,90.3,9.5,290.5,1.105,0.8654,8,6,-1,9,54,48,0.0378,0.1241,6,1,0.4,6,8,4,6,15,10,14,0.6636,0.0604,5,10,80,11,14,13,3,10,0.7813,0.0729,3,62.2968,29.5936
70,86,30,14,15,6,430,290,0.2338,0.004636002,0.7396,0.692224,0.7272034,0.72720716,301,90.3,9.5,290.5,1.105,0.8654,8,6,0,8,48,48,0.0575,0.1396,6,1,0.4,6,9,4,7,16,10,16,0.7257,0.0527,5,10,85,12,13,12,2,10,0.576,0.1413,2,87.8108,75.6216
70,87,30,13,18,10,430,290,0.2421,0.045054212,0.7569,0.70602,0.72967106,0.72967482,301,90.3,9.5,290.5,1.105,0.8654,8,6,1,7,42,48,0.0415,0.1396,6,1,0.4,6,10,4,8,17,10,18,0.7926,0.0451,5,10,90,11,12,11,1,10,0.5793,0.1402,1,91.1318,77.2636
70,88,30,12,16,9,430,290,0.2505,0.056791023,0.7744,0.719952,0.73209479,0.73209855,301,90.3,9.5,290.5,1.105,0.8654,8,10,-1,9,90,80,0.023,0.1241,6,1,0.4,7,8,5,6,16,12,14,0.6466,0.0672,5,11,20,12,15,14,1,10,0.772,0.076,1,23.8153,11.6306
70,89,30,11,20,10,430,290,0.2591,0.01540854,0.7921,0.73402,0.73447574,0.73447951,301,90.3,9.5,290.5,1.105,0.8654,8,10,0,8,80,80,0.0446,0.1396,6,1,0.4,7,9,5,7,17,12,16,0.7105,0.0603,5,11,25,13,14,13,3,10,0.573,0.1423,3,37.2738,33.5477
70,90,30,10,18,10,430,290,0.2678,0.045054212,0.81,0.748225,0.73681504,0.7368188,301,90.3,9.5,290.5,1.105,0.8654,8,10,1,7,70,80,0.0248,0.1396,6,1,0.4,7,10,5,8,18,12,18,0.78,0.0528,5,11,30,12,13,12,2,10,0.576,0.1413,2,40.933,35.8659
71,59,29,41,15,11,450,310,0.0712,0.163631874,0.3481,0.373321,0.63463973,0.63464301,319.5,92.65,9.63,310.5,0.935,0.8251,8,12,-1,9,108,96,0.0187,0.1241,6,1,0.6,5,8,3,6,14,8,14,0.4439,0.0704,5,11,35,13,15,14,1,10,0.6751,0.1083,1,38.2704,25.5408
71,60,29,40,15,10,450,310,0.0754,0.133671109,0.36,0.383471,0.63896359,0.63896691,319.5,92.65,9.63,310.5,0.935,0.8251,8,12,0,8,96,96,0.0407,0.1396,6,1,0.6,5,9,3,7,15,8,16,0.5169,0.0631,5,11,40,12,14,13,3,10,0.6815,0.1062,3,42.5837,29.1674
71,61,29,39,14,7,440,310,0.0798,0.026922272,0.3721,0.393756,0.64318787,0.64319122,312.4,90.6,9.52,310.5,0.1996,0.5791,8,12,1,7,84,96,0.0199,0.1396,6,1,0.6,5,10,3,8,16,8,18,0.6072,0.0548,5,11,45,13,13,12,2,10,0.4631,0.179,2,66.8598,72.7197
71,82,29,18,17,10,420,290,0.21,0.064238516,0.6724,0.641201,0.71373901,0.71374275,298.2,86.48,9.3,290.5,0.828,0.7962,9,5,-1,10,50,45,0.0431,0.1186,6,1,0.6,6,8,4,6,15,10,14,0.4672,0.0732,5,11,50,12,15,14,1,10,0.772,0.076,1,43.2448,20.4895
71,83,29,17,14,7,420,290,0.2179,0.026922272,0.6889,0.654481,0.71641516,0.71641891,298.2,86.48,9.3,290.5,0.828,0.7962,9,5,0,9,45,45,0.0594,0.1318,6,1,0.6,6,9,4,7,16,10,16,0.5403,0.0682,5,11,55,13,14,13,3,10,0.573,0.1423,3,63.4498,55.8996
71,84,29,16,20,12,420,290,0.226,0.062044394,0.7056,0.667898,0.71904215,0.71904589,298.2,86.48,9.3,290.5,0.828,0.7962,9,5,1,8,40,45,0.0472,0.1318,6,1,0.6,6,10,4,8,17,10,18,0.6294,0.0613,5,11,60,12,13,12,2,10,0.576,0.1413,2,66.9762,57.9524
71,85,29,15,13,6,420,290,0.2341,0.017500935,0.7225,0.68145,0.72162129,0.72162504,298.2,86.48,9.3,290.5,0.828,0.7962,9,4,-1,10,40,36,0.0508,0.1186,6,1,0.6,7,8,5,6,16,12,14,0.4485,0.0737,5,11,65,13,15,14,1,10,0.6751,0.1083,1,60.4883,39.9766
71,86,29,14,16,9,420,290,0.2424,0.05089319,0.7396,0.695139,0.72415387,0.72415762,298.2,86.48,9.3,290.5,0.828,0.7962,9,4,0,9,36,36,0.0663,0.1318,6,1,0.6,7,9,5,7,17,12,16,0.5216,0.0714,5,11,70,12,14,13,3,10,0.6815,0.1062,3,64.5928,43.1856
71,87,29,13,19,10,420,290,0.2508,0.022960451,0.7569,0.708964,0.72664112,0.72664488,298.2,86.48,9.3,290.5,0.828,0.7962,9,4,1,8,32,36,0.0558,0.1318,6,1,0.6,7,10,5,8,18,12,18,0.6117,0.0664,5,11,75,13,13,12,2,10,0.4631,0.179,2,99.2499,107.4998
71,88,29,12,13,6,420,290,0.2594,0.017500935,0.7744,0.722925,0.72908426,0.72908802,298.2,86.48,9.3,290.5,0.828,0.7962,9,3,-1,10,30,27,0.0618,0.1186,6,1,0.7,5,8,3,6,14,8,14,0.3391,0.0793,5,11,80,12,15,14,1,10,0.772,0.076,1,62.6742,29.3484
71,89,29,11,16,10,420,290,0.268,0.096911554,0.7921,0.737022,0.73148441,0.73148818,298.2,86.48,9.3,290.5,0.828,0.7962,9,3,0,9,27,27,0.0765,0.1318,6,1,0.7,5,9,3,7,15,8,16,0.4076,0.0722,5,11,85,13,14,13,3,10,0.573,0.1423,3,89.6258,78.2516
71,90,29,10,17,8,420,290,0.2768,0.010717039,0.81,0.751255,0.73384272,0.73384648,298.2,86.48,9.3,290.5,0.828,0.7962,9,3,1,8,24,27,0.0682,0.1318,6,1,0.7,5,10,3,8,16,8,18,0.4985,0.0632,5,11,90,12,13,12,2,10,0.576,0.1413,2,93.0194,80.0389
72,59,28,41,19,8,440,310,0.075,0.001906132,0.3481,0.375463,0.63101989,0.63102313,316.8,88.7,9.42,310.5,0.6689,0.7482,9,6,-1,10,60,54,0.0373,0.1186,6,1,0.7,6,8,4,6,15,10,14,0.3605,0.0797,5,12,20,9,13,12,2,10,0.8758,0.0414,2,22.1242,7.2484
72,60,28,40,14,10,440,310,0.0794,0.164536832,0.36,0.385641,0.63536744,0.63537072,316.8,88.7,9.42,310.5,0.6689,0.7482,9,6,0,9,54,54,0.0542,0.1318,6,1,0.7,6,9,4,7,16,10,16,0.4304,0.076,5,12,25,10,12,11,1,10,0.6968,0.1011,1,30.6388,19.2776
72,61,28,39,20,12,430,300,0.084,0.055420774,0.3721,0.395956,0.63961533,0.63961865,309.6,86.69,9.31,300.5,0.9774,0.8358,9,6,1,8,48,54,0.0407,0.1318,6,1,0.7,6,10,4,8,17,10,18,0.5219,0.0693,5,12,30,9,11,10,3,10,0.706,0.098,3,34.7867,22.5733
72,82,28,18,14,10,410,290,0.2182,0.164536832,0.6724,0.644006,0.71062951,0.71063324,295.2,82.66,9.09,290.5,0.517,0.6974,9,10,-1,10,100,90,0.0233,0.1186,6,1,0.7,7,8,5,6,16,12,14,0.3433,0.0769,5,12,35,10,13,12,2,10,0.7916,0.0695,2,33.8467,15.6934
72,83,28,17,17,7,410,290,0.2263,0.002379205,0.6889,0.657316,0.71332574,0.71332947,295.2,82.66,9.09,290.5,0.517,0.6974,9,10,0,9,90,90,0.042,0.1318,6,1,0.7,7,9,5,7,17,12,16,0.4121,0.0769,5,12,40,9,12,11,1,10,0.803,0.0657,1,35.9915,14.9831
72,84,28,16,15,11,410,290,0.2344,0.165853127,0.7056,0.670761,0.71597259,0.71597633,295.2,82.66,9.09,290.5,0.517,0.6974,9,10,1,8,80,90,0.025,0.1318,6,1,0.7,7,10,5,8,18,12,18,0.5032,0.0732,5,12,45,10,11,10,3,10,0.583,0.139,3,54.6696,47.3392
72,85,28,15,15,7,410,290,0.2427,0.011380126,0.7225,0.684343,0.71857141,0.71857515,295.2,82.66,9.09,290.5,0.517,0.6974,9,8,-1,10,80,72,0.029,0.1186,6,1,0.8,5,8,3,6,14,8,14,0.2304,0.0882,5,12,50,9,13,12,2,10,0.8758,0.0414,2,39.2519,11.5038
72,86,28,14,19,10,410,290,0.2511,0.019255828,0.7396,0.69806,0.72112347,0.72112722,295.2,82.66,9.09,290.5,0.517,0.6974,9,8,0,9,72,72,0.047,0.1318,6,1,0.8,5,9,3,7,15,8,16,0.2864,0.0812,5,12,55,10,12,11,1,10,0.6968,0.1011,1,52.1665,32.333
72,87,28,13,20,13,410,290,0.2596,0.095007041,0.7569,0.711914,0.72363002,0.72363378,295.2,82.66,9.09,290.5,0.517,0.6974,9,8,1,8,64,72,0.0314,0.1318,6,1,0.8,5,10,3,8,16,8,18,0.367,0.0716,5,12,60,9,11,10,3,10,0.706,0.098,3,56.0335,35.067
72,88,28,12,17,11,410,280,0.2682,0.104023081,0.7744,0.725904,0.72609225,0.72609601,295.2,82.66,9.09,280.5,1.6169,0.947,9,12,-1,10,120,108,0.0191,0.1186,6,1,0.8,6,8,4,6,15,10,14,0.2474,0.0861,5,12,65,10,13,12,2,10,0.7916,0.0695,2,52.7967,23.5934
72,89,28,11,16,7,410,280,0.2769,0.005310725,0.7921,0.74003,0.72851132,0.72851508,295.2,82.66,9.09,280.5,1.6169,0.947,9,12,0,9,108,108,0.0384,0.1318,6,1,0.8,6,9,4,7,16,10,16,0.306,0.0837,5,12,70,9,12,11,1,10,0.803,0.0657,1,54.6713,22.3426
72,90,28,10,20,11,410,280,0.2856,0.026341973,0.81,0.754292,0.73088834,0.7308921,295.2,82.66,9.09,280.5,1.6169,0.947,9,12,1,8,96,108,0.0203,0.1318,6,1,0.8,6,10,4,8,17,10,18,0.3891,0.0774,5,12,75,10,11,10,3,10,0.583,0.139,3,80.3969,68.7937
73,59,27,41,16,7,430,310,0.0789,0.004216363,0.3481,0.37761,0.62743093,0.62743414,313.9,84.75,9.21,310.5,0.3693,0.6441,10,5,-1,11,55,50,0.0422,0.1137,6,1,0.8,7,8,5,6,16,12,14,0.2337,0.0801,5,12,80,9,13,12,2,10,0.8758,0.0414,2,56.3796,15.7592
73,60,27,40,15,7,430,310,0.0835,0.009369695,0.36,0.387818,0.63180156,0.63180481,313.9,84.75,9.21,310.5,0.3693,0.6441,10,5,0,10,50,50,0.0563,0.1251,6,1,0.8,7,9,5,7,17,12,16,0.2902,0.0824,5,12,85,10,12,11,1,10,0.6968,0.1011,1,73.6942,45.3885
73,61,27,39,19,8,420,300,0.0884,0.001426721,0.3721,0.398161,0.63607247,0.63607576,306.6,82.78,9.1,300.5,0.6704,0.7487,10,5,1,9,45,50,0.0458,0.1251,6,1,0.8,7,10,5,8,18,12,18,0.3714,0.08,5,12,90,9,11,10,3,10,0.706,0.098,3,77.2803,47.5606
73,82,27,18,14,11,400,280,0.2265,0.176607355,0.6724,0.646818,0.7075403,0.70754402,292,78.84,8.88,280.5,1.2952,0.9024,10,4,-1,11,44,40,0.0495,0.1137,9,-1,0.3,5,8,3,6,12,8,14,0.4055,0.0632,5,13,20,10,14,13,3,10,0.8645,0.0452,3,23.4789,8.9579
73,83,27,17,20,10,400,280,0.2346,0.008174003,0.6889,0.660156,0.71025625,0.71025998,292,78.84,8.88,280.5,1.2952,0.9024,10,4,0,10,40,40,0.0629,0.1251,9,-1,0.3,5,9,3,7,13,8,16,0.3911,0.0451,5,13,25,11,13,12,2,10,0.6887,0.1038,2,32.2184,21.4368
73,84,27,16,18,12,400,280,0.2429,0.109808816,0.7056,0.673631,0.71292265,0.71292638,292,78.84,8.88,280.5,1.2952,0.9024,10,4,1,9,36,40,0.0539,0.1251,9,-1,0.3,5,10,3,8,14,8,18,0.4035,0.0315,5,13,30,10,12,11,1,10,0.6968,0.1011,1,34.9443,21.8887
73,85,27,15,14,8,400,280,0.2513,0.05361456,0.7225,0.687241,0.71554082,0.71554457,292,78.84,8.88,280.5,1.2952,0.9024,10,3,-1,11,33,30,0.0599,0.1137,9,-1,0.3,6,8,4,6,13,10,14,0.5642,0.0828,5,13,35,11,14,13,3,10,0.7813,0.0729,3,35.4182,17.8364
73,86,27,14,20,11,400,280,0.2597,0.022100082,0.7396,0.700988,0.71811206,0.71811581,292,78.84,8.88,280.5,1.2952,0.9024,10,3,0,10,30,30,0.0726,0.1251,9,-1,0.3,6,9,4,7,14,10,16,0.5494,0.0644,5,13,40,10,13,12,2,10,0.7916,0.0695,2,37.6367,17.2734
73,87,27,13,13,8,400,280,0.2683,0.091648821,0.7569,0.71487,0.7206376,0.72064135,292,78.84,8.88,280.5,1.2952,0.9024,10,3,1,9,27,30,0.0655,0.1251,9,-1,0.3,6,10,4,8,15,10,18,0.5621,0.0479,5,13,45,11,12,11,1,10,0.5793,0.1402,1,54.8791,46.7582
73,88,27,12,12,8,400,280,0.2769,0.141433366,0.7744,0.728889,0.72311863,0.72312239,292,78.84,8.88,280.5,1.2952,0.9024,10,6,-1,11,66,60,0.0367,0.1137,9,-1,0.3,7,8,5,6,14,12,14,0.656,0.0951,5,13,50,10,14,13,3,10,0.8645,0.0452,3,40.8307,13.6614
73,89,27,11,15,10,400,280,0.2856,0.123455799,0.7921,0.743044,0.72555632,0.72556008,292,78.84,8.88,280.5,1.2952,0.9024,10,6,0,10,60,60,0.0514,0.1251,9,-1,0.3,7,9,5,7,15,12,16,0.6423,0.0804,5,13,55,11,13,12,2,10,0.6887,0.1038,2,53.9987,34.9973
73,90,27,10,20,13,400,280,0.2944,0.088119221,0.81,0.757335,0.72795177,0.72795553,292,78.84,8.88,280.5,1.2952,0.9024,10,6,1,9,54,60,0.0397,0.1251,9,-1,0.3,7,10,5,8,16,12,18,0.6541,0.0645,5,13,60,10,12,11,1,10,0.6968,0.1011,1,56.4721,34.9441
74,59,26,41,19,8,420,300,0.083,0.001050305,0.3481,0.379764,0.6238725,0.62387568,310.8,80.81,8.99,300.5,1.1458,0.8741,10,8,-1,11,88,80,0.0288,0.1137,9,-1,0.4,5,8,3,6,12,8,14,0.3048,0.0682,5,13,65,11,14,13,3,10,0.7813,0.0729,3,54.6172,26.2344
74,60,26,40,13,7,420,300,0.0878,0.034684393,0.36,0.39,0.62826561,0.62826883,310.8,80.81,8.99,300.5,1.1458,0.8741,10,8,0,10,80,80,0.0446,0.1251,9,-1,0.4,5,9,3,7,13,8,16,0.2922,0.0503,5,13,70,10,13,12,2,10,0.7916,0.0695,2,56.5867,25.1734
